"Wage","Education","Experience"
1424.5,16,33
1163.34,16,35
403.61,16,9
237.42,12,20
617.28,12,27
498.58,5,54
308.64,10,39
959.88,16,5
712.25,18,9
1210.83,14,30
432.1,12,26
246.91,13,3
759.73,16,27
664.77,13,23
846.39,16,21
158.71,9,14
759.73,13,17
925.93,18,11
1353.28,17,14
1153.85,16,8
546.06,12,22
474.83,14,18
1828.11,16,31
1115.86,16,19
1282.72,16,12
296.77,0,45
142.45,9,3
256.41,9,8
403.61,0,43
189.93,6,7
237.42,4,15
308.64,9,6
3086.39,15,27
805.18,18,14
427.35,12,8
1187.08,16,18
185.19,0,37
617.28,16,4
637.86,14,20
1614.43,12,31
363.25,16,20
498.58,14,1
332.38,12,3
1140.88,18,4
1103.51,18,10
1661.92,16,10
1163.34,12,32
712.25,12,37
308.64,10,22
1329.53,18,13
403.61,14,4
415.48,13,26
676.64,18,15
1851.85,16,31
1424.5,16,18
138.89,15,21
1495.73,18,21
1780.63,16,10
830.96,18,28
569.8,12,10
1012.35,18,6
323.98,12,29
386.99,12,5
593.54,12,31
881.83,12,33
593.54,12,20
949.67,13,20
712.25,18,18
1305.79,16,18
379.87,14,6
349,14,6
949.67,18,7
343.59,12,6
137.17,9,8
534.19,12,12
997.15,15,26
332.38,12,26
213.68,12,1
997.15,16,37
506.49,14,20
63.16,10,12
474.83,12,9
712.25,11,36
948.53,16,17
807.22,14,13
522.32,12,22
941.8,16,23
514.4,14,8
902.18,16,7
925.93,16,13
813.15,12,35
444.44,12,16
759.73,17,6
356.13,16,23
406.33,14,11
1329.53,18,4
890.31,11,26
689.7,16,1
569.8,15,20
1661.92,16,28
185.19,16,-1
1068.38,14,15
1647.67,18,18
1115.86,14,15
629.88,14,13
902.18,18,4
2374.15,18,12
2374.15,18,13
2374.15,16,31
308.64,14,-1
712.25,16,4
1283.95,12,5
847.25,12,35
385.8,12,20
688.51,14,2
569.8,16,16
878.44,18,13
664.77,17,25
268.28,12,3
168.28,12,11
379.87,14,10
767.45,18,11
2374.15,18,11
593.54,12,14
288.94,15,0
308.64,6,18
222.13,8,12
163.82,6,19
688.51,7,20
468.28,14,19
451.09,12,18
895.67,13,15
484.33,16,9
641.03,12,18
740.74,12,21
617.28,12,8
344.25,6,30
303.89,3,49
328.28,8,27
284.9,14,3
217.86,12,4
131.93,12,2
237.42,9,23
102.88,12,6
166.19,12,8
175.69,12,5
712.25,12,21
617.28,14,9
636.79,12,46
569.8,13,7
1258.31,12,41
963.91,12,20
271.6,12,4
451.09,12,18
261.16,12,4
356.13,8,37
261.16,12,6
284.9,11,21
370.37,6,21
189.93,11,2
617.28,11,27
735.99,13,34
795.35,12,28
379.87,9,36
1614.43,18,30
451.09,12,31
222.22,14,3
341.88,6,33
395.06,5,46
593.54,12,27
77.28,8,42
213.68,11,4
237.42,12,4
237.42,12,43
1234.57,15,47
546.06,12,22
890.31,16,15
973.41,17,20
323.65,12,9
712.25,18,6
752.61,12,14
1187.08,16,2
213.68,11,10
237.04,6,33
356.13,13,4
332.38,13,17
462.96,13,39
427.35,17,9
712.25,12,29
484.33,12,26
641.03,16,25
597.16,14,20
1163.34,16,14
379.87,9,12
241.17,12,8
284.9,12,10
830.96,18,21
85.47,14,-1
685.55,18,17
254.08,11,9
116.57,11,11
1614.43,18,26
401.23,18,37
617.28,12,27
997.15,13,16
593.54,15,14
997.15,12,19
308.64,14,13
451.8,12,20
403.61,12,17
498.58,12,14
902.18,18,16
474.83,16,0
427.35,12,13
175.58,6,15
227.92,12,38
522.32,18,28
658.36,13,11
427.35,12,13
474.83,13,9
163.58,13,8
714.39,16,5
427.35,15,2
759.73,14,10
641.03,12,27
664.77,16,12
546.89,8,34
830.96,7,28
246.91,12,2
598.29,17,21
902.18,18,12
641.03,16,4
1187.08,16,8
788.22,14,18
617.28,18,12
890.31,12,9
169.14,12,16
569.8,16,8
401.23,11,18
617.28,12,14
490.17,1,49
185.19,14,8
255.33,10,12
664.77,12,24
449.64,12,41
261.16,14,28
486.7,11,27
245.63,12,10
370.37,7,20
277.09,9,19
474.83,13,11
498.58,12,23
379.87,13,14
664.77,16,3
336.7,12,9
469.14,10,35
332.38,12,1
237.42,12,8
246.91,10,6
277.78,12,0
341.88,9,48
588.08,9,44
145.24,11,14
439.22,12,12
269.36,11,16
216.05,16,12
546.06,12,24
617.28,18,22
634.92,9,19
122.22,9,23
211.11,7,34
522.32,11,35
474.83,12,4
261.16,14,24
221.75,0,22
481.96,12,6
356.13,13,7
423.84,12,8
379.87,12,28
284.9,12,17
61.73,6,12
123.46,17,4
688.51,14,3
334.36,15,10
471.38,12,11
712.25,12,17
168.55,14,11
1218.9,17,14
641.03,14,9
379.87,8,39
949.67,18,15
411.52,15,3
522.32,14,18
1163.34,14,26
759.73,15,46
164.61,13,0
1424.5,17,28
1020.89,13,13
830.96,16,7
546.06,12,11
680.78,12,30
271.6,12,1
415.48,12,10
332.38,12,1
534.19,14,6
887.94,12,16
861.7,12,28
1521.68,12,34
997.15,10,37
189.93,17,10
1187.08,12,45
949.67,12,16
411.52,16,17
997.15,18,1
474.83,11,14
617.28,12,11
142.45,12,3
949.67,15,13
617.28,10,41
546.06,9,45
356.13,9,43
566.78,11,3
522.32,14,9
249.29,9,5
1115.86,18,29
617.28,15,17
1068.38,16,14
949.67,16,16
1573.47,17,23
1709.4,12,34
807.22,16,26
1187.08,17,25
522.32,16,10
664.77,9,16
474.83,14,23
213.68,13,28
508.35,12,12
216.05,15,35
308.64,13,7
270.06,16,2
246.91,11,2
712.25,12,31
617.28,11,13
289.79,12,9
648.93,16,12
735.99,12,9
548.25,14,22
593.54,13,12
474.83,12,43
664.77,12,5
569.8,12,34
735.99,16,3
474.83,15,4
284.92,12,7
688.51,13,39
712.25,12,14
123.46,12,0
474.83,12,16
166.19,3,15
284.9,12,22
284.9,2,23
213.68,5,10
1394.16,13,23
498.58,16,10
830.96,16,32
997.15,18,22
580.25,12,6
1258.31,18,30
807.22,16,7
569.8,16,3
516.38,15,12
956.79,13,31
292.02,14,3
451.09,14,1
158.73,16,13
1424.5,16,30
813.69,17,12
725.93,16,14
409.43,10,22
546.06,12,14
416.84,12,20
379.87,10,21
87.84,12,1
675,17,5
1851.85,16,47
246.91,12,10
1068.38,13,14
890.31,18,15
783.48,14,19
1139.6,12,32
555.56,16,9
1471.98,16,13
332.38,12,14
429.41,12,14
474.83,15,4
652.9,17,9
712.25,16,22
275.4,10,27
419.56,2,54
1068.38,16,9
789.22,16,15
2136.75,18,9
306.27,12,21
593.54,8,23
994.78,15,20
925.93,13,19
664.77,13,15
534.19,14,22
256.41,10,37
498.58,12,9
200.81,13,0
204.18,18,4
168.57,12,2
569.8,14,9
177.66,14,2
1082.62,16,11
569.8,14,3
688.51,13,15
368,14,8
262.96,7,19
266.67,16,12
332.38,14,17
379.87,12,43
385.8,13,-1
300.59,18,7
403.61,15,3
166.19,14,0
448.93,12,39
569.8,14,10
947.06,18,7
569.8,16,5
530.03,12,15
379.87,12,6
590.66,16,18
123.46,6,18
102.88,4,20
902.18,14,29
222.22,14,0
451.09,15,24
664.77,16,27
308.64,18,8
339.51,12,9
474.83,16,3
522.32,15,6
854.7,12,27
295.22,12,2
777.54,13,17
403.61,14,18
332.38,15,11
205.13,10,10
474.83,13,12
712.25,14,7
226.85,0,23
262.89,12,7
1178.51,18,24
244.54,15,3
165.43,14,10
320.99,14,8
165.43,5,43
315.82,10,28
284.9,12,4
462.96,12,4
370.37,1,50
593.54,16,15
365.34,12,11
308.64,13,12
356.13,16,19
569.8,9,28
641.03,12,18
903.37,18,13
783.48,12,40
474.83,12,32
172.84,12,1
237.42,12,12
397.96,12,39
427.35,13,6
643,13,21
375.12,14,6
546.06,14,30
195.47,12,1
237.42,13,21
71.23,16,33
165.43,12,3
332.38,18,43
543.21,12,6
439.22,12,33
243.06,12,6
994.23,13,11
216.05,12,28
401.95,13,8
379.87,12,30
268.38,14,2
652.9,12,6
216.05,12,1
1288.24,12,15
200.88,12,8
901.8,16,17
835.33,18,3
902.18,16,6
403.61,9,20
492.4,12,15
213.05,12,9
197.5,10,28
547.25,16,13
866.57,12,17
189.93,12,3
439.22,13,20
165.43,10,8
165.12,10,8
592.59,12,24
548.43,16,19
398.86,8,14
170.94,12,5
142.45,12,2
308.64,16,28
1563.79,8,31
1068.38,14,31
949.67,18,32
830.96,12,36
688.51,18,33
414.38,12,27
688.51,14,12
335.32,14,30
771.6,13,27
308.64,14,17
356.13,14,14
284.9,12,10
186.85,12,18
712.25,12,9
638.65,14,11
332.38,12,12
546.06,18,14
284.9,15,-1
712.25,16,8
522.32,12,5
617.28,18,6
261.16,11,9
284.9,12,5
518.52,17,19
145.36,12,2
325.79,12,8
568.61,9,7
467.71,7,11
110.26,12,12
569.8,9,29
297.75,9,21
981.89,13,37
356.13,0,54
878.44,10,41
246.91,12,35
308.64,9,12
823.05,17,41
246.91,12,1
211.64,14,2
498.58,8,49
284.9,12,14
237.42,5,29
676.64,18,6
593.54,16,21
332.38,14,44
159.59,6,8
664.77,16,40
308.64,11,10
101.66,8,15
101.01,6,16
278.57,4,28
712.25,12,30
673.4,8,23
830.96,12,13
617.28,12,19
398.59,7,19
205.37,12,6
783.48,16,21
427.35,8,14
344.25,10,29
436.85,11,24
566.48,12,15
356.13,13,4
960.4,17,27
276.88,16,15
168.35,12,21
1424.5,16,19
593.54,12,28
289.65,12,4
308.64,13,22
356.13,12,13
1115.86,12,27
854.7,16,6
712.25,13,32
341.88,12,30
277.78,12,31
503.32,13,24
593.54,16,13
427.35,13,13
308.64,16,0
383.07,3,34
569.8,12,22
308.64,12,8
474.83,16,17
142.45,15,0
779.2,16,18
396.21,14,6
759.73,16,29
937.32,17,21
398.86,16,30
197.77,9,38
271.03,12,6
249.29,15,8
189.93,3,51
166.19,4,19
71.23,12,3
1068.38,18,28
181.55,12,19
61.73,12,13
118.71,0,25
189.93,0,49
498.58,10,30
854.7,13,25
1210.83,16,14
807.22,12,16
451.09,12,30
712.25,16,30
543.21,9,47
284.9,14,21
124.81,12,20
774.93,5,29
902.18,14,26
308.64,12,0
904.18,12,17
193.38,6,23
641.03,14,16
156.7,9,12
807.22,16,17
125.66,12,3
498.58,12,46
830.96,12,29
593.54,16,4
949.67,16,15
451.09,14,6
878.44,14,14
246.91,12,14
498.58,8,15
759.73,12,12
82.3,13,17
74.07,10,10
194.44,1,32
194.44,0,49
194.44,11,7
194.44,1,16
973.41,16,18
927.14,12,12
629.91,16,15
826.21,12,8
190.84,12,10
227.92,6,29
712.25,18,6
498.58,18,4
200.78,12,34
522.32,15,47
386.2,14,8
569.8,12,18
117.63,7,34
241.67,5,44
227.64,12,7
569.8,12,8
380.48,12,10
184.47,12,3
1385.46,12,7
543.89,5,30
474.83,12,11
308.64,16,0
317.95,12,26
474.83,10,12
593.54,14,34
142.45,12,11
197.53,12,7
284.9,12,14
1368.31,6,34
205.76,11,1
593.54,16,16
180.75,12,15
308.64,14,-1
403.61,15,7
474.83,12,6
830.96,17,4
1028.81,14,24
512.21,15,1
783.48,12,17
712.25,18,27
474.83,14,4
617.28,12,12
167.22,12,0
590.45,10,50
475.55,12,13
246.91,6,26
700.38,13,21
201.8,15,0
166.19,12,6
403.61,12,15
641.03,12,35
246.91,12,30
400.26,0,52
188.61,0,34
140.6,9,5
415.48,12,10
546.06,12,4
415.48,14,7
206.6,13,7
189.93,2,12
589.23,9,27
471.27,12,7
658.78,12,23
660.02,12,19
759.73,17,18
237.42,13,5
356.13,16,9
606.89,16,19
308.64,12,7
142.45,1,49
759.73,12,29
807.22,18,3
783.48,14,7
641.03,18,4
125.78,4,53
269.06,13,11
197.53,12,3
427.35,12,26
352.49,15,8
165.58,12,3
830.96,12,9
902.18,16,20
943.73,15,25
1258.31,17,30
747.86,13,4
524.15,17,5
125.62,12,7
854.7,12,29
847.25,13,24
830.96,15,7
339.51,11,6
228.53,12,3
474.83,10,9
198.77,11,8
949.67,18,5
682.95,5,43
129.89,11,5
562.68,16,18
1282.05,18,3
332.38,10,9
1139.6,12,26
688.51,14,22
1092.12,14,25
1068.38,15,11
284.9,8,29
553.18,13,18
633.11,12,28
284.9,9,15
664.77,17,20
807.22,12,21
512.82,16,26
246.91,13,3
1208.85,16,20
237.42,12,2
470.09,16,9
997.15,12,16
712.25,14,21
812.46,8,30
462.96,14,18
740.74,9,46
255.56,12,4
742.96,12,5
284.9,14,17
246.91,14,0
891.63,12,21
949.67,16,14
329.22,16,9
688.51,17,16
769.99,18,21
572.77,12,12
219.75,0,44
324.79,9,16
260.68,10,16
757.36,14,20
522.32,17,7
546.06,12,23
71.23,13,1
197.53,12,0
108.14,10,8
771.6,12,18
717.5,12,1
617.28,12,28
474.83,13,29
398.86,12,2
332.38,6,34
451.09,17,18
522.32,14,21
664.77,11,13
617.28,12,35
688.51,16,6
949.67,17,15
308.64,14,13
569.8,3,40
161.44,12,5
123.46,12,22
448.72,12,16
783.48,12,13
658.44,10,12
246.91,14,15
522.32,12,6
246.91,0,48
385.8,12,10
379.87,4,34
227.92,12,12
427.35,14,23
170.94,12,14
216.05,13,10
118.31,16,4
664.77,12,17
296.3,14,17
246.91,16,26
368,14,4
1068.3,16,18
527.07,14,14
370.37,11,44
700.95,12,18
522.79,11,29
404.77,12,17
830.96,16,13
474.83,18,18
261.16,12,13
973.41,14,21
484.33,16,7
617.28,16,15
584.77,18,9
672.84,16,19
788.75,17,6
605.41,16,7
735.99,14,33
522.32,14,14
164.27,10,9
493.83,3,35
112.23,6,31
284.9,12,9
201.8,7,46
284.9,8,20
189.93,12,12
828.68,13,20
1187.08,17,20
937.8,12,22
997.15,18,7
142.45,12,3
237.42,11,18
166.19,12,24
878.44,12,27
403.61,14,9
261.16,12,6
498.58,12,5
474.83,16,13
462.96,12,15
1234.57,12,25
163.4,12,15
512.82,14,15
493.83,12,9
617.28,12,47
997.15,15,15
641.03,12,35
160.49,12,0
403.61,12,23
820.75,16,25
396.83,12,25
854.7,12,13
166.19,14,0
562.96,12,5
216.05,12,5
237.42,12,37
830.96,12,28
356.13,9,26
712.25,13,24
299.15,4,21
462.96,12,16
688.51,12,16
1020.89,14,25
416.9,10,44
356.13,10,13
284.9,9,6
296.77,5,48
232.67,7,37
332.38,12,29
746.04,12,11
221.68,5,31
94.97,11,3
287.11,10,37
902.18,13,17
495.06,8,29
427.35,12,23
588.79,12,28
284.9,11,6
641.03,12,21
189.93,11,6
586.42,12,5
854.7,17,15
339.51,16,18
807.22,6,41
271.6,12,4
370.37,16,4
569.8,9,21
520.28,16,2
641.03,12,9
973.41,12,27
189.93,12,1
341.88,12,29
211.97,12,6
807.22,12,6
426.16,12,8
267.58,11,5
439.22,12,1
361.34,8,45
490.81,12,6
498.58,13,19
264.55,12,3
379.87,12,32
854.7,12,22
1234.57,16,21
308.64,15,15
617.28,16,13
617.28,14,23
712.25,12,13
1115.86,16,14
307.06,14,28
331.79,12,18
206.72,14,7
522.32,16,3
370.37,12,49
664.77,12,13
166.19,12,1
566.24,11,3
434.71,11,13
332.38,12,6
271.6,6,38
382.62,15,13
261.16,13,1
683.76,16,20
493.83,12,31
185.19,7,9
420.23,15,12
1156.22,16,22
71.23,13,0
332.38,10,38
332.38,12,16
261.16,12,8
295.16,6,19
474.83,12,14
356.13,16,13
563.61,16,7
152.09,12,11
437,17,4
593.54,10,26
462.96,12,36
240.74,12,10
61.73,13,6
94.97,10,4
267.49,12,3
379.87,16,3
226.76,14,0
522.32,6,50
830.96,12,30
205.76,12,0
807.22,14,19
720.16,12,17
495.85,12,21
735.99,12,21
593.54,15,6
341.88,12,26
259.26,3,19
308.64,6,24
691.36,13,4
186.04,13,12
147.08,12,7
61.73,5,21
403.61,12,11
386.99,12,13
86.13,6,35
259.92,12,21
365.15,12,19
212.73,12,3
164.61,3,46
92.59,7,14
141.09,9,5
74.65,9,3
664.77,18,15
498.58,12,12
254.04,12,34
284.9,12,33
308.64,10,38
664.77,13,23
113.92,12,0
160.18,6,20
443.18,12,5
206.55,12,12
641.03,14,16
593.54,17,4
437.24,12,25
308.64,13,1
949.67,12,13
652.9,14,19
522.32,16,7
546.06,16,5
467.71,14,7
154.32,2,44
427.35,18,2
356.13,12,12
265.91,17,3
569.8,12,28
308.64,4,46
332.38,6,13
546.06,18,16
123.46,14,-1
765.67,14,22
174.9,12,0
209.88,4,42
356.13,5,40
679.01,4,46
493.83,10,3
854.7,15,8
712.25,16,9
154.32,11,3
427.35,6,27
688.51,16,6
296.77,14,34
854.7,18,17
116.72,10,3
403.61,14,13
569.8,17,19
144.2,12,11
349.79,14,14
502.97,13,17
638.94,18,20
641.03,12,42
617.28,12,24
522.32,12,5
308.64,10,8
303.58,11,9
418.52,12,14
474.83,13,17
474.83,15,16
512.82,9,26
256.41,12,6
536.56,12,20
415.48,16,21
296.54,3,46
403.61,12,24
296.77,12,8
261.16,12,12
546.06,17,31
379.87,7,29
505.13,13,25
498.58,2,38
276.54,15,7
435.14,3,40
427.35,12,13
1151.47,13,20
148.15,10,10
470.31,16,2
485.32,14,25
164.61,14,0
384.62,12,4
451.09,16,2
379.87,16,4
765.1,18,35
1485.02,14,28
259.26,8,15
277.78,9,12
284.9,8,10
246.91,12,11
336.7,13,17
315.21,11,10
474.83,14,18
445.82,15,7
1549.45,12,41
379.87,10,15
261.16,2,43
216.05,12,6
997.15,15,34
331.41,6,23
593.54,12,40
308.64,9,19
543.21,16,15
679.01,16,23
686.06,14,3
1086.42,14,30
985.28,14,44
227.92,12,11
997.15,18,21
816.71,17,7
925.93,12,47
687.56,8,41
830.96,12,34
688.51,18,-1
451.09,13,7
830.96,3,41
854.7,18,18
593.54,12,22
1187.08,12,24
214.32,12,5
246.91,11,1
77.97,12,4
352.73,9,13
522.32,12,16
361.38,14,16
555.56,16,16
284.9,10,5
800.09,16,16
593.54,14,14
617.28,12,11
522.32,11,40
133.74,12,49
452.67,12,3
569.8,12,21
182.02,12,46
142.45,12,15
1068.38,16,19
839.51,13,23
498.58,12,30
415.48,12,18
370.37,15,32
166.38,12,9
450.25,16,7
925.93,13,16
664.77,9,44
712.25,17,4
743.31,18,12
854.7,16,10
714.62,17,17
610.16,13,31
402.57,13,43
375.74,18,6
643.4,18,25
940.74,12,33
892.92,12,45
530.79,16,17
546.06,12,16
1187.08,16,18
1187.08,18,15
1032.76,18,12
493.83,8,48
493.83,12,9
145.9,12,13
356.13,16,6
427.35,16,6
261.44,14,0
759.73,12,27
133.74,13,0
1258.31,16,14
902.18,12,13
284.9,16,34
617.28,11,11
739.08,18,20
868.95,18,24
688.51,12,11
1068.38,10,41
712.25,12,38
216.05,12,14
641.03,12,16
759.73,12,8
356.13,12,39
712.25,13,7
498.58,18,10
712.25,12,10
441.6,12,23
1097.39,18,14
712.25,15,16
617.28,12,32
284.9,17,2
498.58,11,18
599.67,18,10
593.54,16,27
712.25,12,40
569.8,12,25
284.9,12,6
925.93,14,12
340.38,14,20
522.32,14,22
221.5,12,6
617.28,12,15
664.77,18,17
588.79,12,12
593.54,12,18
671.42,12,42
1124.95,14,19
427.35,12,23
451.09,12,13
937.8,12,21
1457.64,16,15
286.06,12,22
358.5,13,20
232.91,12,44
745.88,11,25
105.82,11,1
591.56,13,34
357.08,12,30
1028.81,9,45
987.65,15,25
453.99,12,16
949.67,18,20
522.32,12,15
498.58,12,26
1092.12,12,38
270.66,9,12
685.92,11,17
712.25,12,23
207.82,12,5
180.04,11,2
167.04,13,13
412.77,9,11
411.52,14,6
1234.57,18,15
284.9,14,2
676.44,13,39
277.78,16,5
1020.89,16,11
300.77,12,30
726.88,18,9
387.52,12,6
664.77,10,18
1410.93,12,40
531.81,14,17
1068.38,17,17
617.28,13,44
231.48,16,3
162.96,16,1
617.28,16,5
667.74,17,19
569.8,8,34
356.13,12,29
688.51,14,19
153.91,16,28
650.65,14,24
854.7,14,40
759.73,14,35
390.95,13,1
455.84,8,31
664.77,13,45
543.21,17,16
569.8,14,20
154.32,12,35
522.32,12,43
138.89,12,3
232.67,15,22
257.2,12,49
451.09,12,7
759.73,12,18
617.28,12,17
823.05,12,48
370.37,12,15
617.28,12,37
676.08,13,32
949.67,16,27
1234.57,9,41
522.32,18,4
529.1,12,29
284.9,10,9
299.15,12,33
142.45,12,14
271.6,14,17
498.58,17,10
384.62,14,6
306.27,12,13
601.85,12,5
142.45,12,3
470.09,16,3
273.03,12,24
864.2,11,11
712.25,12,13
189.93,12,14
261.16,12,9
498.58,12,11
662.04,15,30
166.19,8,25
562.8,16,9
403.61,12,20
284.9,16,15
132.95,12,1
474.83,12,7
85.47,12,50
326.8,12,19
593.54,18,40
451.09,14,13
691.36,13,30
474.83,12,2
522.32,14,19
373.11,12,30
679.01,12,10
830.96,13,32
270.66,12,17
134.05,13,47
452.15,12,40
370.37,12,17
902.18,18,19
191.36,13,32
123.46,12,8
546.06,12,10
644.12,12,10
679.01,11,29
323.39,12,12
1733.14,13,38
949.67,13,10
356.13,16,15
189.93,13,22
302.47,10,2
593.54,16,32
522.32,15,23
474.83,15,19
172.45,15,6
451.09,12,10
282.92,16,7
363.25,18,15
384,12,11
528.4,12,20
997.15,14,23
227.92,13,22
246.91,14,5
474.83,16,28
231.48,15,0
641.03,12,20
403.61,17,15
730.58,12,31
170.94,13,16
496.2,12,16
522.32,14,21
1400.76,8,45
213.68,10,11
641.03,14,37
587.84,18,16
949.74,18,15
308.64,14,16
277.18,12,6
498.58,13,14
213.68,12,49
515.19,15,24
709.88,12,20
498.58,18,3
451.09,12,26
2374.15,16,41
830.96,16,16
1589.96,17,30
863.75,18,24
377.93,12,15
981.93,18,16
878.44,12,14
617.28,14,14
746.11,17,16
280.62,16,28
181.33,15,3
403.12,12,9
296.3,12,16
437.24,13,5
1693.57,18,20
370.37,13,25
96.37,12,4
342.94,11,10
902.18,12,21
282.92,12,10
747.86,12,19
259.26,13,9
641.03,18,13
534.21,16,25
617.28,13,23
830.96,14,21
712.25,14,13
569.8,12,8
323.69,12,13
752.61,14,20
308.64,12,6
71.23,14,10
415.48,16,4
470.09,13,20
1003.44,12,28
874.88,17,20
451.09,12,25
237.42,12,12
205.76,12,27
224.47,11,7
429.04,12,25
807.22,16,17
565.84,12,18
427.35,16,21
569.8,12,8
308.64,12,33
474.83,13,12
498.58,13,32
1282.05,16,18
358.43,13,2
617.28,12,13
1310.54,17,30
154.32,13,-1
515.19,12,13
249.29,12,24
185.19,12,0
332.38,14,19
294.61,12,10
529.1,12,10
712.25,16,13
785.63,18,29
333.6,16,4
229.69,16,1
403.61,14,27
109.57,13,21
735.99,16,10
227.92,16,5
443.97,17,4
379.87,12,32
332.38,12,7
404.28,12,8
403.61,12,20
1139.6,12,44
1187.08,12,40
403.61,16,14
410.85,12,7
490.2,10,32
427.35,16,19
522.32,16,14
261.16,13,21
228.13,11,8
403.61,14,11
593.54,12,29
337.13,11,7
427.35,12,7
576.13,13,14
348.9,12,6
409.77,14,4
379.87,13,2
292.02,12,15
173.96,12,28
570.25,12,14
171.11,14,31
480.94,12,41
365.62,12,12
712.25,12,10
530.86,12,13
547.93,12,11
668.72,12,9
652.9,16,12
225.55,12,14
1442.26,18,23
764.1,13,42
1044.63,14,21
1115.86,18,14
1065.12,18,13
807.22,14,9
403.61,12,12
1225.07,12,26
617.28,16,17
1092.12,16,24
1068.38,14,23
493.83,16,10
854.7,12,14
275.17,12,5
254.32,8,48
356.13,12,19
511.35,12,10
332.38,4,35
372.17,13,9
617.28,12,23
823.05,13,15
427.35,13,13
498.58,18,15
555.56,12,14
379.87,14,4
593.54,18,23
985.28,12,16
451.09,12,17
1061.67,12,50
109.59,13,7
807.22,12,31
617.28,12,21
273.03,16,13
182.81,10,11
741,12,17
949.67,12,32
854.7,13,35
411.52,16,17
806.25,15,13
712.25,14,20
807.22,18,16
439.79,12,11
471.15,12,20
262.67,8,19
843.42,12,11
379.87,17,6
230.98,10,38
188.6,16,29
313.39,12,24
396.49,12,15
641.03,12,26
474.83,18,13
135.03,12,4
284.9,13,11
284.9,16,26
345.68,12,15
379.87,12,8
273.03,16,10
341.88,14,7
603.29,16,31
469.66,13,39
721.75,12,14
398.86,14,41
474.83,12,11
398.47,14,15
567.23,6,16
830.96,18,20
247.48,13,8
495.94,9,46
388.01,0,41
878.44,18,16
333.6,12,11
284.9,14,11
241.98,3,54
1145.42,17,20
712.25,18,21
474.83,12,44
208.26,16,4
370.37,13,23
216.05,12,3
168.35,12,2
222.7,12,39
175.69,12,6
712.25,13,29
284.44,12,10
193.66,12,7
384.62,12,17
427.35,16,39
370.37,13,1
329.22,16,20
74.07,12,0
143.95,12,6
462.96,12,23
284.9,12,32
522.32,12,11
337.22,13,6
269.36,14,11
439.22,13,4
189.93,12,32
296.3,10,5
830.96,13,15
664.77,9,39
432.1,13,14
474.83,15,29
701.57,14,19
517.4,12,2
617.28,16,16
248.15,14,0
232.88,12,5
830.96,12,15
474.83,14,9
309.73,12,3
403.61,15,16
306.65,12,1
142.28,3,31
242.5,3,14
477.26,12,35
160.49,6,11
602.47,12,9
444.44,10,10
384.62,12,16
651.4,9,45
510.45,14,18
617.28,16,8
641.03,16,10
388.37,14,8
191.36,12,35
308.64,12,35
296.77,8,32
522.32,18,12
973.41,12,19
735.99,12,43
346.63,12,3
115.74,14,12
1056.51,12,40
2420.7,16,13
534.19,18,5
735.99,12,21
561.17,14,17
997.15,17,20
1092.12,16,29
298.59,9,12
258.62,12,11
569.8,16,35
925.93,12,34
1293.61,13,21
561.17,14,-1
232.67,14,19
688.51,14,21
162.31,14,2
927.55,18,36
341.56,13,1
73.07,13,1
135.8,11,6
104.25,13,1
222.22,14,6
137.17,15,0
902.18,16,24
415.48,16,4
216.99,12,9
659.19,12,38
569.8,16,20
1218.97,13,36
403.61,15,12
176.37,15,7
461.62,16,13
830.96,15,20
1187.08,18,27
811.97,14,25
1215.57,12,40
472.56,12,31
877.02,14,32
330.01,13,21
561.17,17,9
503.91,12,33
82.3,8,33
740.74,10,25
493.83,12,21
102.88,12,6
166.19,7,22
474.45,14,1
312.04,9,45
712.25,16,19
87.25,12,8
991.4,12,28
451.09,12,10
451.09,12,16
284.9,13,13
474.83,6,44
439.22,12,10
261.16,12,8
284.9,12,17
451.09,11,9
593.54,10,26
392.82,5,27
249.29,14,2
664.77,12,27
467.71,12,10
272.33,10,25
251.66,12,3
676.64,9,19
913.58,16,21
302.27,16,37
522.32,9,41
807.22,14,20
569.8,13,26
949.67,12,9
142.45,12,3
179.01,12,1
434.47,18,6
273.03,13,0
353.75,13,4
647.91,12,22
206.88,12,0
551.62,12,25
1358.02,12,13
712.25,12,21
219.48,10,20
783.48,12,38
550.81,14,12
538.7,14,27
384.09,14,1
783.48,12,12
949.67,12,26
839.65,16,27
498.58,16,15
59.35,12,9
354.94,12,16
180.04,12,33
546.06,8,43
569.8,12,13
189.93,14,1
521.94,12,42
373.58,12,14
379.87,6,35
189.93,11,18
427.35,6,34
246.91,12,0
142.45,9,25
264.55,12,0
441.12,12,17
925.93,18,20
356.13,8,47
370.37,10,48
332.38,15,15
176.37,12,7
593.54,12,50
783.48,18,29
854.7,16,21
777.16,18,37
1566.95,18,24
569.8,12,33
189.93,13,15
622.01,13,25
574.85,12,29
284.9,12,17
370.37,15,2
771.6,16,13
892.21,15,26
144.44,15,-1
427.35,12,19
688.51,11,12
617.28,16,2
332.38,16,26
949.67,10,13
474.83,16,34
319.33,12,6
308.64,12,10
363.25,16,5
641.03,12,8
474.83,17,12
728.87,18,21
403.61,14,8
439.22,12,5
902.18,12,12
498.58,18,30
1018.95,18,22
1080.25,16,3
208.93,12,4
427.35,12,31
641.03,15,43
522.32,8,47
2184.24,12,25
175.44,8,47
399.29,16,4
1022.63,12,34
421.42,12,43
192.04,13,4
